altimeter_type,cycle_number,year_fraction,num_observations,weighted_observations,GMSL_no_GIA,stddev_no_GIA,smoothed_no_GIA,GMSL_GIA,stddev_GIA,smoothed_GIA,smoothed_GIA_detrended,smoothed_no_GIA_detrended
0.0,868.0,2016.278457,464531.0,334361.09,36.19,95.11,35.39,41.87,95.01,41.06,44.31,38.64
0.0,869.0,2016.305549,465160.0,334908.69,33.58,93.61,34.15,39.26,93.56,39.83,43.45,37.77
0.0,870.0,2016.332641,461368.0,332146.19,32.63,93.29,33.08,38.3,93.19,38.76,42.71,37.03
0.0,871.0,2016.359733,465335.0,335760.91,30.81,92.74,32.36,36.49,92.65,38.05,42.25,36.56
0.0,872.0,2016.386825,464777.0,336033.59,30.14,92.42,32.13,35.85,92.43,37.82,42.15,36.46
0.0,873.0,2016.413917,462896.0,334841.0,32.34,92.77,32.35,37.99,92.69,38.05,42.33,36.64
0.0,874.0,2016.441009,455456.0,330705.41,32.41,91.03,32.86,38.13,90.99,38.57,42.62,36.91
0.0,875.0,2016.468101,458665.0,334196.31,34.58,90.35,33.42,40.34,90.44,39.14,42.73,37.02
0.0,876.0,2016.495193,460475.0,335351.59,34.22,90.02,33.86,39.95,90.06,39.59,42.51,36.79
0.0,877.0,2016.522284,455993.0,333657.0,34.65,87.76,34.12,40.38,87.97,39.87,41.93,36.18
0.0,878.0,2016.549376,452782.0,332653.09,34.63,86.67,34.32,40.39,87.04,40.07,41.1,35.36
0.0,879.0,2016.576468,453473.0,332672.69,32.89,87.26,34.64,38.64,87.48,40.4,40.31,34.55
0.0,880.0,2016.60356,453047.0,333244.41,34.5,86.66,35.26,40.28,86.93,41.03,39.77,34.01
0.0,881.0,2016.630652,447514.0,330607.19,34.45,87.61,36.21,40.22,87.88,41.99,39.6,33.82
0.0,882.0,2016.657744,443478.0,329209.59,38.22,87.55,37.3,44.0,88.05,43.08,39.65,33.88
0.0,883.0,2016.684836,450144.0,332594.0,40.56,87.49,38.22,46.35,87.97,44.01,39.72,33.94
0.0,884.0,2016.711928,450032.0,332293.0,40.44,86.57,38.82,46.24,87.17,44.61,39.67,33.89
0.0,885.0,2016.73902,451852.0,333218.81,37.94,87.98,39.16,43.74,88.49,44.95,39.62,33.83
0.0,886.0,2016.766112,450532.0,332024.59,37.82,89.2,39.45,43.62,89.54,45.25,39.79,33.99
0.0,887.0,2016.793204,455012.0,334239.91,40.39,88.26,39.82,46.17,88.68,45.62,40.29,34.49
0.0,888.0,2016.820296,452983.0,331249.91,40.95,86.16,40.22,46.76,86.63,46.03,41.06,35.26
0.0,889.0,2016.847388,454448.0,333229.09,40.44,86.92,40.48,46.24,87.33,46.29,41.88,36.07
0.0,890.0,2016.87448,457553.0,333592.91,40.96,85.15,40.4,46.78,85.44,46.21,42.5,36.69
0.0,891.0,2016.901571,464221.0,337075.59,43.49,84.77,39.82,49.32,84.99,45.64,42.72,36.89
0.0,892.0,2016.928663,399851.0,289316.19,38.92,82.96,38.77,44.75,83.18,44.58,42.46,36.64
0.0,893.0,2016.955755,466490.0,337263.59,36.51,81.5,37.43,42.31,81.81,43.24,41.9,36.08
0.0,894.0,2016.982847,466252.0,338229.19,35.38,80.65,36.09,41.19,80.84,41.91,41.28,35.45
0.0,895.0,2017.009966,470896.0,339453.91,33.81,79.07,34.95,39.64,79.2,40.77,40.76,34.93
0.0,896.0,2017.037133,468539.0,337723.0,34.49,80.39,34.06,40.32,80.33,39.89,40.39,34.55
0.0,897.0,2017.064299,465652.0,335371.0,33.06,81.08,33.41,38.88,81.06,39.24,40.15,34.31
0.0,898.0,2017.091465,466451.0,336229.31,32.26,81.43,33.0,38.1,81.31,38.85,40.09,34.23
0.0,899.0,2017.118631,465281.0,334873.31,31.44,83.66,32.87,37.29,83.64,38.72,40.23,34.37
0.0,900.0,2017.145797,466854.0,335673.81,33.39,82.19,32.98,39.25,82.13,38.84,40.59,34.72
0.0,901.0,2017.172963,470221.0,338573.41,32.97,83.86,33.27,38.85,83.71,39.13,41.12,35.26
0.0,902.0,2017.200129,463988.0,334703.0,33.46,86.08,33.59,39.33,85.91,39.47,41.73,35.85
0.0,903.0,2017.227296,464197.0,334695.41,34.36,87.54,33.8,40.23,87.27,39.69,42.26,36.37
0.0,904.0,2017.254462,463831.0,334653.0,35.47,87.37,33.77,41.36,87.17,39.67,42.59,36.69
0.0,905.0,2017.281628,465628.0,335539.81,33.59,85.68,33.44,39.51,85.55,39.35,42.64,36.73
0.0,906.0,2017.308794,462197.0,332912.59,33.49,85.2,32.84,39.43,85.12,38.77,42.43,36.5
0.0,907.0,2017.33596,465824.0,335547.59,31.58,83.97,32.16,37.52,83.93,38.09,42.08,36.15
0.0,908.0,2017.363126,469732.0,338769.09,31.58,82.66,31.59,37.55,82.71,37.53,41.75,35.82
0.0,909.0,2017.390293,466615.0,336652.31,28.6,81.85,31.3,34.54,81.86,37.24,41.57,35.64
0.0,910.0,2017.417459,464233.0,335448.0,31.61,83.79,31.36,37.52,83.79,37.3,41.57,35.63
0.0,911.0,2017.444625,461526.0,333684.91,31.7,82.94,31.73,37.64,83.04,37.68,41.68,35.73
0.0,912.0,2017.471791,463435.0,335381.09,32.12,82.31,32.35,38.05,82.73,38.3,41.81,35.87
0.0,913.0,2017.498957,460691.0,334767.41,32.44,83.21,33.23,38.42,83.88,39.19,42.0,36.05
0.0,914.0,2017.526123,461194.0,336191.0,32.91,82.15,34.4,38.89,82.71,40.37,42.29,36.33
0.0,915.0,2017.553289,455267.0,333537.81,34.93,81.25,35.81,40.92,81.63,41.8,42.68,36.69
0.0,916.0,2017.580456,450870.0,332325.0,39.54,83.1,37.31,45.52,83.56,43.31,43.05,37.05
0.0,917.0,2017.607622,451011.0,331749.31,38.96,82.85,38.74,44.98,83.37,44.75,43.32,37.31
0.0,918.0,2017.634788,448302.0,331949.81,39.23,85.06,40.01,45.26,85.74,46.03,43.47,37.46
0.0,919.0,2017.661954,444207.0,329775.69,41.37,85.74,41.05,47.38,86.5,47.08,43.51,37.49
0.0,920.0,2017.68912,448023.0,333028.41,43.69,86.45,41.79,49.74,87.09,47.83,43.42,37.39
0.0,921.0,2017.716286,449820.0,334448.81,44.13,86.32,42.15,50.18,86.89,48.2,43.18,37.14
0.0,922.0,2017.743453,447866.0,332651.41,41.23,86.76,42.23,47.29,87.37,48.28,42.91,36.86
0.0,923.0,2017.770619,451315.0,334680.19,41.36,88.11,42.24,47.39,88.59,48.29,42.83,36.79
0.0,924.0,2017.797785,447960.0,332646.0,41.89,88.28,42.36,47.96,88.8,48.41,43.12,37.08
0.0,925.0,2017.824951,450913.0,333076.59,42.17,87.62,42.6,48.21,88.05,48.65,43.77,37.72
0.0,926.0,2017.852117,454665.0,334991.5,44.09,85.78,42.84,50.14,86.34,48.89,44.6,38.55
0.0,927.0,2017.879283,461695.0,336917.0,42.96,85.53,42.87,48.99,85.94,48.92,45.35,39.29
0.0,928.0,2017.906449,465602.0,337837.59,44.37,86.09,42.52,50.41,86.47,48.57,45.79,39.73
0.0,929.0,2017.933616,464313.0,336112.09,42.68,85.63,41.74,48.75,85.92,47.8,45.83,39.76
0.0,930.0,2017.960782,468242.0,338800.5,41.85,85.17,40.64,47.91,85.44,46.7,45.5,39.43
0.0,931.0,2017.987948,470352.0,339605.09,37.61,84.01,39.49,43.68,84.37,45.55,45.05,38.97
0.0,932.0,2018.015114,467719.0,337518.5,36.71,83.69,38.56,42.77,84.06,44.63,44.72,38.64
0.0,933.0,2018.04228,468321.0,338623.31,37.31,82.24,37.95,43.37,82.5,44.03,44.62,38.52
0.0,934.0,2018.069446,472091.0,340255.09,38.21,83.12,37.53,44.29,83.22,43.61,44.59,38.5
0.0,935.0,2018.096613,466736.0,337233.5,39.38,85.07,37.09,45.49,85.1,43.18,44.47,38.37
0.0,936.0,2018.123779,466522.0,336968.81,36.0,85.54,36.62,42.09,85.62,42.72,44.27,38.17
0.0,937.0,2018.150945,466616.0,336887.59,32.66,84.52,36.21,38.77,84.5,42.32,44.12,38.0
0.0,938.0,2018.178111,467049.0,336958.91,37.27,85.0,35.89,43.38,84.77,42.02,44.06,37.93
0.0,939.0,2018.205277,468552.0,337981.91,37.84,85.78,35.57,43.97,85.46,41.7,44.02,37.89
0.0,940.0,2018.232443,468057.0,337708.81,35.06,84.83,35.15,41.23,84.54,41.29,43.93,37.79
0.0,941.0,2018.259609,464951.0,334155.19,32.72,84.89,34.69,38.88,84.54,40.85,43.84,37.68
0.0,942.0,2018.286776,466453.0,336886.31,34.57,84.3,34.35,40.72,84.13,40.51,43.87,37.72
0.0,943.0,2018.313942,468199.0,337303.69,33.92,82.77,34.18,40.1,82.57,40.36,44.09,37.91
0.0,944.0,2018.341108,467928.0,337036.0,34.08,80.71,34.19,40.27,80.49,40.38,44.42,38.23
0.0,945.0,2018.368274,464598.0,334452.19,33.67,80.32,34.35,39.87,80.24,40.54,44.8,38.61
0.0,946.0,2018.39544,468403.0,337420.41,34.24,79.9,34.61,40.43,79.86,40.8,45.13,38.95
0.0,947.0,2018.422606,464525.0,335632.0,35.94,80.43,34.94,42.15,80.2,41.14,45.37,39.18
0.0,948.0,2018.449772,464273.0,335952.41,35.29,80.3,35.37,41.48,80.2,41.57,45.49,39.3
0.0,949.0,2018.476939,461798.0,335448.91,34.18,79.88,35.99,40.42,80.1,42.2,45.6,39.39
0.0,950.0,2018.504105,460539.0,336251.5,35.57,79.14,36.87,41.78,79.46,43.08,45.74,39.53
0.0,951.0,2018.531271,451680.0,331845.31,38.58,80.8,37.97,44.76,80.96,44.18,45.91,39.71
0.0,952.0,2018.558437,449916.0,331104.41,40.6,83.56,39.15,46.78,83.77,45.37,46.04,39.82
0.0,953.0,2018.585603,450097.0,332714.31,39.41,83.62,40.37,45.64,83.78,46.6,46.11,39.89
0.0,954.0,2018.612769,449745.0,332946.59,41.01,86.7,41.68,47.27,87.13,47.92,46.27,40.04
0.0,955.0,2018.639936,446789.0,332029.59,42.25,86.57,43.15,48.52,87.23,49.41,46.65,40.4
0.0,956.0,2018.667102,445733.0,331781.5,44.46,87.03,44.74,50.74,87.64,51.0,47.25,41.0
0.0,957.0,2018.694268,444503.0,330499.31,48.13,90.65,46.25,54.4,91.15,52.52,47.98,41.72
0.0,958.0,2018.721434,445839.0,331170.69,47.61,90.48,47.46,53.89,91.05,53.73,48.62,42.36
0.0,959.0,2018.7486,444024.0,329393.59,50.82,92.06,48.23,57.09,92.67,54.5,49.09,42.83
0.0,960.0,2018.775766,446385.0,330285.81,48.08,92.7,48.52,54.37,93.29,54.8,49.35,43.08
0.0,961.0,2018.802932,452144.0,331894.0,48.61,92.93,48.35,54.89,93.35,54.63,49.4,43.13
0.0,962.0,2018.830099,453681.0,332779.41,50.25,94.23,47.74,56.53,94.72,54.01,49.23,42.96
0.0,963.0,2018.857265,458869.0,335074.0,47.49,94.26,46.74,53.75,94.79,53.02,48.86,42.57
0.0,964.0,2018.884431,458162.0,333620.5,44.91,92.6,45.56,51.19,93.11,51.84,48.41,42.13
0.0,965.0,2018.911597,460437.0,333918.19,42.51,91.61,44.43,48.79,91.96,50.71,48.08,41.8
0.0,966.0,2018.938763,464787.0,336638.5,43.7,88.76,43.55,49.98,89.04,49.84,48.02,41.72
0.0,967.0,2018.965929,468555.0,337677.5,42.73,86.92,43.01,49.02,87.05,49.31,48.25,41.94
0.0,968.0,2018.993096,470487.0,338524.59,41.71,85.75,42.82,48.02,85.71,49.12,48.74,42.43
0.0,969.0,2019.020262,467262.0,336502.5,40.44,86.27,42.9,46.76,86.33,49.21,49.41,43.08
0.0,970.0,2019.047428,469252.0,338261.09,46.3,86.0,43.13,52.62,86.09,49.45,50.12,43.79
0.0,971.0,2019.074594,465811.0,335779.81,42.73,85.55,43.31,49.05,85.53,49.63,50.67,44.34
0.0,972.0,2019.10176,468309.0,337506.19,44.3,86.46,43.38,50.63,86.3,49.71,51.06,44.72
0.0,973.0,2019.128926,465734.0,335490.41,42.43,86.8,43.4,48.77,86.61,49.74,51.34,44.99
0.0,974.0,2019.156092,86625.0,62710.1,42.53,89.47,43.42,48.83,89.29,49.78,51.62,45.25
0.0,975.0,2019.183259,353465.0,254428.91,43.88,87.95,43.4,50.31,87.79,49.77,51.86,45.49
0.0,976.0,2019.210425,466597.0,336460.31,45.82,87.88,43.21,52.19,87.69,49.6,51.98,45.59
0.0,977.0,2019.237591,463426.0,334129.31,42.98,88.21,42.84,49.37,88.14,49.25,51.95,45.54
0.0,978.0,2019.264757,210066.0,152217.7,41.01,87.03,42.47,47.5,86.94,48.88,51.94,45.53
0.0,979.0,2019.291923,465728.0,334892.41,39.57,86.34,42.3,45.95,86.16,48.72,52.15,45.74
0.0,980.0,2019.319089,465922.0,336287.19,43.22,87.17,42.37,49.63,86.98,48.79,52.58,46.16
0.0,981.0,2019.346256,461821.0,334092.41,44.33,86.37,42.53,50.79,86.19,48.96,53.05,46.62
0.0,982.0,2019.373422,462517.0,333469.31,42.71,84.18,42.66,49.17,84.01,49.1,53.38,46.95
0.0,983.0,2019.400588,465636.0,334679.5,41.59,83.35,42.81,48.03,83.28,49.25,53.58,47.14
0.0,984.0,2019.427754,465637.0,336885.81,41.67,83.17,43.12,48.1,83.35,49.55,53.74,47.31
0.0,985.0,2019.45492,464541.0,335878.0,44.25,82.25,43.65,50.66,82.43,50.08,53.92,47.49
0.0,986.0,2019.482086,459315.0,333938.5,44.24,82.53,44.38,50.64,82.6,50.81,54.08,47.66
0.0,987.0,2019.509252,456448.0,332348.81,44.6,82.19,45.28,51.04,82.4,51.71,54.21,47.78
0.0,988.0,2019.536419,453732.0,331605.5,46.53,83.55,46.38,52.97,83.92,52.82,54.36,47.93
0.0,989.0,2019.563585,453760.0,332424.31,46.23,84.41,47.76,52.69,85.06,54.21,54.66,48.22
0.0,990.0,2019.590751,452183.0,333310.31,47.82,83.54,49.39,54.3,84.12,55.85,55.14,48.69
0.0,991.0,2019.617917,450215.0,332093.5,52.55,84.65,51.1,59.01,85.18,57.57,55.7,49.24
0.0,992.0,2019.645083,450764.0,332335.09,54.65,87.92,52.6,61.12,88.49,59.07,56.11,49.65
0.0,993.0,2019.672249,447706.0,330364.09,53.99,89.4,53.65,60.45,89.88,60.12,56.21,49.75
0.0,994.0,2019.699415,448722.0,331775.41,55.95,91.79,54.13,62.41,92.32,60.61,55.94,49.47
0.0,995.0,2019.726582,448526.0,331471.69,55.48,90.84,54.11,61.96,91.4,60.6,55.41,48.93
0.0,996.0,2019.753748,447550.0,330152.91,52.61,91.76,53.77,59.12,92.36,60.27,54.83,48.34
0.0,997.0,2019.780914,449376.0,331131.41,53.77,92.2,53.32,60.31,92.72,59.84,54.42,47.9
0.0,998.0,2019.80808,449416.0,330484.69,52.41,91.71,52.94,58.92,92.42,59.46,54.3,47.78
0.0,999.0,2019.835246,455208.0,333951.09,51.0,91.96,52.67,57.55,92.7,59.19,54.51,47.99
0.0,1000.0,2019.862412,455628.0,333083.69,54.1,91.7,52.43,60.62,92.33,58.96,54.93,48.4
0.0,1001.0,2019.889579,461553.0,335437.31,52.82,92.66,52.04,59.36,93.1,58.57,55.29,48.76
0.0,1002.0,2019.916745,462991.0,335063.5,51.61,91.82,51.37,58.15,92.3,57.9,55.43,48.89
0.0,1003.0,2019.943911,466251.0,336364.19,52.01,90.92,50.34,58.52,91.34,56.88,55.21,48.66
0.0,1004.0,2019.971077,468569.0,337347.69,48.77,90.27,49.02,55.29,90.59,55.56,54.63,48.08
0.0,1005.0,2019.998243,467823.0,337023.31,48.12,87.63,47.54,54.68,87.71,54.09,53.83,47.26
0.0,1006.0,2020.02534,465591.0,336736.19,45.33,87.79,46.11,51.88,87.97,52.67,52.96,46.39
0.0,1007.0,2020.052432,466049.0,336368.31,43.15,88.0,44.95,49.7,88.15,51.54,52.28,45.68
0.0,1008.0,2020.079524,279885.0,201847.5,44.73,86.54,44.26,51.32,86.51,50.88,51.98,45.35
0.0,1009.0,2020.106616,51547.0,36435.4,39.43,87.62,44.13,46.24,87.67,50.76,52.15,45.51
0.0,1010.0,2020.133708,463894.0,335905.81,45.91,87.09,44.41,52.48,87.06,51.04,52.68,46.05
0.0,1011.0,2020.1608,466111.0,335951.19,45.47,87.09,44.8,52.08,87.04,51.43,53.31,46.68
0.0,1012.0,2020.187891,466207.0,335941.41,47.61,87.73,45.0,54.23,87.55,51.63,53.77,47.13
0.0,1013.0,2020.214983,464568.0,335138.59,44.04,88.88,44.87,50.66,88.71,51.5,53.93,47.3
0.0,1014.0,2020.242075,466323.0,336191.0,44.84,88.74,44.53,51.48,88.49,51.17,53.93,47.29
0.0,1015.0,2020.269167,464024.0,334431.5,44.13,87.25,44.18,50.79,87.1,50.82,53.94,47.3
0.0,1016.0,2020.296259,467523.0,335617.41,42.18,85.75,43.98,48.83,85.54,50.63,54.12,47.48
0.0,1017.0,2020.323351,467014.0,335849.91,43.33,84.17,43.95,49.98,83.97,50.6,54.44,47.8
0.0,1018.0,2020.350443,468162.0,336503.69,45.63,85.98,43.97,52.3,85.61,50.64,54.77,48.1
0.0,1019.0,2020.377535,467781.0,337660.09,45.03,84.76,43.93,51.68,84.49,50.6,54.9,48.23
0.0,1020.0,2020.404627,463622.0,335394.41,42.52,85.85,43.83,49.21,85.67,50.52,54.84,48.15
0.0,1021.0,2020.431719,466254.0,336934.59,43.78,84.26,43.84,50.47,84.18,50.54,54.69,48.0
0.0,1022.0,2020.458811,304395.0,220295.2,42.08,82.73,44.12,48.84,82.74,50.83,54.6,47.9
0.0,1023.0,2020.485903,462408.0,336158.41,44.5,82.74,44.74,51.2,82.93,51.45,54.62,47.92
0.0,1024.0,2020.512995,456705.0,333880.81,45.66,81.33,45.61,52.35,81.57,52.32,54.69,47.99
0.0,1025.0,2020.540087,458077.0,334301.31,46.8,82.5,46.6,53.51,82.7,53.31,54.71,48.01
0.0,1026.0,2020.567178,455668.0,333999.5,47.59,83.97,47.6,54.3,84.27,54.32,54.62,47.91
0.0,1027.0,2020.59427,455227.0,334817.81,49.43,85.79,48.62,56.17,86.3,55.35,54.49,47.77
0.0,1028.0,2020.621362,448502.0,331103.19,47.9,84.79,49.69,54.63,85.1,56.42,54.41,47.69
0.0,1029.0,2020.648454,446505.0,330803.09,50.69,86.46,50.8,57.45,86.76,57.54,54.45,47.72
0.0,1030.0,2020.675546,448161.0,331355.0,53.15,88.79,51.87,59.88,89.05,58.61,54.59,47.86
0.0,1031.0,2020.702638,442983.0,329513.91,53.94,88.29,52.76,60.67,88.64,59.51,54.77,48.02
0.0,1032.0,2020.72973,447580.0,332291.0,52.92,88.46,53.4,59.71,88.76,60.15,54.92,48.18
0.0,1033.0,2020.756822,450972.0,333527.19,54.54,90.09,53.76,61.29,90.38,60.52,55.07,48.32
0.0,1034.0,2020.783914,448871.0,332073.69,54.75,90.09,53.85,61.5,90.48,60.62,55.22,48.45
0.0,1035.0,2020.811006,389979.0,287722.81,53.27,91.01,53.63,59.99,91.48,60.41,55.29,48.52
0.0,1036.0,2020.838098,422538.0,312028.69,55.35,90.87,53.06,62.2,91.35,59.84,55.22,48.44
0.0,1037.0,2020.86519,456156.0,334995.91,53.34,89.36,52.18,60.12,89.66,58.97,55.01,48.22
0.0,1038.0,2020.892282,458606.0,336509.0,48.88,88.78,51.18,55.68,89.08,57.97,54.77,47.98
0.0,1039.0,2020.919374,461385.0,336195.19,50.42,87.19,50.3,57.2,87.35,57.08,54.69,47.9
0.0,1040.0,2020.946465,463623.0,336209.59,48.37,85.75,49.7,55.14,85.88,56.48,54.88,48.09
0.0,1041.0,2020.973557,468028.0,337891.19,48.96,85.02,49.4,55.75,85.26,56.19,55.33,48.53
0.0,1042.0,2021.000651,464986.0,336156.19,48.89,86.09,49.3,55.69,86.45,56.1,55.89,49.08
0.0,1043.0,2021.027817,468515.0,337427.59,50.11,84.8,49.18,56.92,84.9,55.98,56.32,49.51
0.0,1044.0,2021.054983,468471.0,337493.69,50.01,85.32,48.84,56.82,85.27,55.65,56.43,49.61
0.0,1045.0,2021.08215,467877.0,337836.31,49.73,86.92,48.21,56.53,86.72,55.02,56.15,49.33
0.0,1046.0,2021.109316,462866.0,334156.41,46.8,87.83,47.39,53.62,87.58,54.22,55.64,48.8
0.0,1047.0,2021.136482,465337.0,335567.81,45.29,87.2,46.67,52.12,86.95,53.51,55.18,48.33
0.0,1048.0,2021.163648,467959.0,337557.0,44.57,87.37,46.31,51.43,87.08,53.16,55.07,48.21
0.0,1049.0,2021.190814,466271.0,335802.5,45.58,86.61,46.39,52.46,86.16,53.25,55.42,48.55
0.0,1050.0,2021.21798,466752.0,336370.19,46.13,86.21,46.77,52.99,85.71,53.64,56.1,49.23
0.0,1051.0,2021.245146,467346.0,337255.41,49.05,87.07,47.18,55.95,86.58,54.05,56.85,49.98
0.0,1052.0,2021.272313,464069.0,334789.69,48.61,86.61,47.36,55.49,86.22,54.24,57.4,50.53
0.0,1053.0,2021.299479,447210.0,322836.0,47.97,85.77,47.27,54.84,85.52,54.16,57.7,50.81
0.0,1054.0,2021.326645,463285.0,333251.31,45.56,83.95,47.04,52.46,83.72,53.94,57.82,50.92
0.0,1055.0,2021.353811,463469.0,334930.69,46.14,84.79,46.81,53.05,84.55,53.72,57.87,50.97
0.0,1056.0,2021.380977,467758.0,338043.41,47.84,85.21,46.69,54.76,84.95,53.6,57.91,51.01
0.0,1057.0,2021.408143,466325.0,337368.69,46.66,83.47,46.7,53.59,83.23,53.63,57.94,51.01
0.0,1058.0,2021.43531,463240.0,335462.81,44.45,82.26,46.93,51.4,82.04,53.88,57.99,51.05
0.0,1059.0,2021.462476,461262.0,335068.19,47.73,81.64,47.45,54.67,81.68,54.4,58.1,51.16
0.0,1060.0,2021.489642,459241.0,333999.5,47.53,81.88,48.27,54.47,82.16,55.23,58.31,51.35
0.0,1061.0,2021.516808,455757.0,334999.59,49.79,82.08,49.36,56.81,82.45,56.33,58.58,51.61
0.0,1062.0,2021.543974,453391.0,333563.0,48.77,84.23,50.68,55.74,84.34,57.65,58.9,51.93
0.0,1063.0,2021.57114,450614.0,332403.5,52.27,87.87,52.1,59.21,88.03,59.08,59.21,52.24
0.0,1064.0,2021.598306,448408.0,331974.69,54.69,87.52,53.49,61.68,87.78,60.48,59.45,52.46
0.0,1065.0,2021.625473,442099.0,328107.09,56.92,85.28,54.72,63.91,85.44,61.71,59.53,52.55
0.0,1066.0,2021.652639,440819.0,327567.41,53.51,85.73,55.76,60.52,86.07,62.77,59.53,52.53
0.0,1067.0,2021.679805,440618.0,328039.31,56.57,87.74,56.69,63.61,88.07,63.7,59.55,52.55
0.0,1068.0,2021.706971,449777.0,334301.91,59.52,87.6,57.49,66.52,87.98,64.49,59.65,52.66
0.0,1069.0,2021.734137,451041.0,333743.5,58.0,89.81,58.08,64.99,90.36,65.09,59.81,52.81
0.0,1070.0,2021.761303,450665.0,333107.19,58.81,91.5,58.37,65.82,92.01,65.38,59.92,52.92
0.0,1071.0,2021.788469,449838.0,332384.31,59.09,92.68,58.28,66.1,93.29,65.3,59.93,52.91
0.0,1072.0,2021.815636,450468.0,332258.41,60.11,91.32,57.82,67.15,91.92,64.84,59.8,52.78
0.0,1073.0,2021.842802,456093.0,335562.19,57.18,89.73,57.08,64.2,90.1,64.11,59.6,52.57
0.0,1074.0,2021.869968,458073.0,336028.69,53.7,90.46,56.25,60.73,90.83,63.28,59.45,52.42
0.0,1075.0,2021.897134,463488.0,337532.81,55.36,89.98,55.47,62.4,90.25,62.5,59.44,52.41
0.0,1076.0,2021.9243,465513.0,338073.59,57.39,90.35,54.75,64.44,90.52,61.79,59.54,52.49
0.0,1077.0,2021.951466,466618.0,337911.09,52.95,90.07,54.13,59.98,90.17,61.16,59.7,52.66
0.0,1078.0,2021.978633,470166.0,338049.81,51.37,86.95,53.68,58.38,87.12,60.71,59.98,52.94
0.0,1079.0,2022.005799,467145.0,337701.09,53.03,86.34,53.45,60.03,86.51,60.47,60.37,53.34
0.0,1080.0,2022.032965,466005.0,336049.0,54.49,86.1,53.3,61.52,86.19,60.33,60.76,53.72
0.0,1081.0,2022.060131,464492.0,334644.91,54.44,84.64,53.0,61.47,84.64,60.04,60.9,53.84
0.0,1082.0,2022.087297,466325.0,336605.59,52.6,85.1,52.37,59.67,85.12,59.42,60.61,53.55
0.0,1083.0,2022.114463,464907.0,336385.59,53.33,84.13,51.44,60.39,83.93,58.5,59.97,52.9
0.0,1084.0,2022.141629,463681.0,335856.0,49.21,86.44,50.46,56.28,86.47,57.52,59.23,52.17
0.0,1085.0,2022.168796,468902.0,339470.59,46.58,87.87,49.72,53.65,87.85,56.8,58.76,51.67
0.0,1086.0,2022.195962,463558.0,335227.81,49.5,86.98,49.41,56.56,86.81,56.5,58.72,51.63
0.0,1087.0,2022.223128,466900.0,336956.31,48.78,88.0,49.45,55.89,87.74,56.56,59.08,51.97
0.0,1088.0,2022.250294,465949.0,335330.5,50.13,88.62,49.6,57.29,88.12,56.72,59.59,52.47
0.0,1089.0,2022.27746,468092.0,336573.31,51.59,87.52,49.59,58.74,87.1,56.72,59.96,52.83
0.0,1090.0,2022.304626,450777.0,327793.59,48.78,88.61,49.24,55.91,88.31,56.39,60.0,52.85
0.0,1091.0,2022.331793,470193.0,339424.5,51.09,87.66,48.59,58.25,87.26,55.74,59.68,52.53
0.0,1092.0,2022.358959,461048.0,335040.31,46.41,86.14,47.83,53.61,85.99,54.99,59.19,52.03
0.0,1093.0,2022.386125,468314.0,337693.81,45.57,86.23,47.3,52.7,86.05,54.46,58.78,51.63
0.0,1094.0,2022.413291,466900.0,336987.0,45.17,85.34,47.27,52.32,85.29,54.44,58.73,51.56
0.0,1095.0,2022.440457,469488.0,339027.91,47.68,86.3,47.88,54.85,86.59,55.05,59.1,51.94
0.0,1096.0,2022.467623,467235.0,337908.09,46.34,85.83,49.02,53.53,85.94,56.2,59.8,52.63
0.0,1097.0,2022.494789,460714.0,335266.41,51.75,86.13,50.41,58.91,86.41,57.6,60.53,53.35
0.0,1098.0,2022.521956,458066.0,334847.31,53.71,86.51,51.72,60.94,86.69,58.93,61.0,53.79
0.0,1099.0,2022.549122,457650.0,334608.41,54.12,86.36,52.83,61.3,86.72,60.05,61.09,53.88
0.0,1100.0,2022.576288,457918.0,336700.59,52.2,85.66,53.82,59.44,86.01,61.06,60.97,53.74
0.0,1101.0,2022.603454,434630.0,323021.69,52.63,87.86,54.93,59.96,88.21,62.17,60.91,53.68
0.0,1102.0,2022.63062,455598.0,336674.59,56.93,88.41,56.21,64.17,88.92,63.46,61.07,53.83
0.0,1103.0,2022.657786,452652.0,335243.59,58.18,89.85,57.52,65.4,90.43,64.76,61.33,54.1
0.0,1104.0,2022.684953,449301.0,333409.19,60.63,91.33,58.61,67.89,91.83,65.85,61.56,54.32
0.0,1105.0,2022.712119,448622.0,333287.5,59.18,92.2,59.34,66.39,92.82,66.59,61.65,54.41
0.0,1106.0,2022.739285,448870.0,332384.5,60.44,92.04,59.69,67.69,92.68,66.94,61.6,54.36
0.0,1107.0,2022.766451,449170.0,332021.31,60.51,92.04,59.68,67.78,92.7,66.95,61.49,54.22
0.0,1108.0,2022.793617,450374.0,333314.5,59.95,92.01,59.35,67.25,92.55,66.62,61.29,54.03
0.0,1109.0,2022.820783,454968.0,336158.69,58.8,94.31,58.71,66.06,95.0,66.0,61.04,53.75
0.0,1110.0,2022.847949,452635.0,332538.59,60.06,91.73,57.89,67.37,92.44,65.18,60.79,53.5
0.0,1111.0,2022.875116,454983.0,333817.09,54.94,92.75,57.1,62.25,93.43,64.4,60.71,53.41
0.0,1112.0,2022.902282,455064.0,333127.09,54.75,92.24,56.6,62.06,92.58,63.9,61.0,53.69
